	id	sentence	Past	Future
343	Bush_2002_158	"For too long our culture has said, ""If it feels good, do it."""	1.0	0.0
344	Obama_2013_302	Indeed, no laws, no initiatives, no administrative acts will perfectly solve all the challenges I've outlined tonight.	0.0	1.0
345	Clinton_1997_148	This is the first State of the Union carried live in video over the Internet, but we've only begun to spread the benefits of a technology revolution that should become the modern birthright of every citizen.	0.0	1.0
346	Truman_1946_636	It is time we made that possibility a reality.	0.0	1.0
347	Bush_1989_205	We need less bureaucracy.	0.0	1.0
348	Hoover_1932_5	Education and science have made further advances.	1.0	0.0
349	Clinton_1993_74	By the year 2000 almost 20 percent of our income will be in health care.	0.0	1.0
350	Johnson_1968_225	We will ask the Congress to help carry out those parts of the program which require legislation.	0.0	1.0
351	Nixon_1970_55	As a people, we had too many visions--and too little vision.	1.0	0.0
352	Obama_2010_222	So let me start the discussion of government spending by setting the record straight.	1.0	0.0
353	Roosevelt_1942_73	This production of ours in the United States must be raised far above present levels, even though it will mean the dislocation of the lives and occupations of millions of our own people.	0.0	1.0
354	Bush_1990_140	We've got to take the time after a busy day to sit down and read with our kids, help them with their homework, pass along the values we had as children.	1.0	1.0
355	Reagan_1988_16	Our record is not just the longest peacetime expansion in history but an economic and social revolution of hope based on work, incentives, growth, and opportunity; a revolution of compassion that led to private sector initiatives and a 77-percent increase in charitable giving; a revolution that at a critical moment in world history reclaimed and restored the American dream.	1.0	0.0
356	Roosevelt_1905_776	I recommend more adequate provision than has been made heretofore for the work of the Department of State.	1.0	1.0
357	Clinton_1998_129	I'm pleased to report we have also met that goal two full years ahead of schedule.	1.0	0.0
358	Truman_1950_139	I also hope before this session is over to transmit to the Congress a series of proposals to strengthen the antimonopoly laws, to assist small business, and to encourage the growth of new enterprises.	0.0	1.0
359	Truman_1948_162	One-fifth of our families now have average annual incomes of less than $850.	0.0	0.0
360	Bush_1991_95	I know their are differences among us about the impact and the effects of a capital gains incentive.	0.0	0.0
361	Eisenhower_1956_198	Rather, there must be a many-sided assault on the stubborn problems of surpluses, prices, costs, and markets; and a steady, persistent, imaginative advance in the relationship between farmers and their government.	0.0	1.0
362	Bush_2002_93	Time and distance from the events of September the 11th will not make us safer unless we act on its lessons.	1.0	1.0
363	Wilson_1915_135	It is made my duty by law, whenever the estimates of expenditure exceed the estimates of revenue, to call the attention of the Congress to the fact and suggest any means of meeting the deficiency that it may be wise or possible for me to suggest.	1.0	1.0
364	Carter_1981_550	We have successfully fought against red lining and housing discrimination.	1.0	0.0
365	Carter_1980_57	And I have notified the Olympic Committee that with Soviet invading forces in Afghanistan, neither the American people nor I will support sending an Olympic team to Moscow.	1.0	1.0
366	Johnson_1967_69	But your efforts will come to nothing unless it reaches the people.	0.0	1.0
367	Roosevelt_1906_202	Since the founding of the Commission there has never been a time of equal length in which anything like so many reduced tariffs have been put into effect.	1.0	0.0
368	Taft_1911_386	The rapid growth of our foreign trade makes it of the utmost importance that governmental agencies through which that trade is to be aided and protected should possess a high degree of efficiency.	0.0	1.0
369	Truman_1946_926	No less important than the level of interest rates paid on the debt is the distribution of its ownership.	0.0	0.0
370	Wilson_1920_55	These heroic men can never be paid in money for the service they patriotically rendered the nation.	1.0	1.0
371	Carter_1981_540	To ensure that the necessary economic development goes forward, the Congress must continue to provide strong support for the UDAG program and the programs for the Economic Development Administration.	0.0	1.0
372	Truman_1952_231	But of one thing I am sure: something must be done, and done soon.	0.0	1.0
373	Wilson_1918_51	Our people, moreover, do not wait to be coached and led.	0.0	0.0
374	Roosevelt_1908_81	There should be regulation by the National Government of the great interstate corporations, including a simple method of account keeping, publicity, supervision of the issue securities, abolition of rebates, and of special privileges.	0.0	1.0
375	Truman_1946_81	That progress has speeded internal development and has changed world relationships so fast that we must realize the fact of a new era.	1.0	1.0
376	Roosevelt_1941_12	In like fashion from 1815 to 1914--ninety-nine years--no single war in Europe or in Asia constituted a real threat against our future or against the future of any other American nation.	1.0	1.0
377	Roosevelt_1904_230	This method of action often resulted in badly chosen boundaries and consequent injustice to settlers and others.	1.0	0.0
378	Bush_1991_24	The triumph of democratic ideas in Eastern Europe and Latin America, and the continuing struggle for freedom elsewhere around the world all confirm the wisdom of our nation's founders.	1.0	0.0
379	Bush_1989_149	But remember this: The overwhelming majority of all preschool child care is now provided by relatives and neighbors and churches and community groups.	0.0	0.0
380	Reagan_1982_252	Let us so conduct ourselves that two centuries from now, another Congress and another President, meeting in this Chamber as we are meeting, will speak of us with pride, saying that we met the test and preserved for them in their day the sacred flame of liberty--this last, best hope of man on Earth.	0.0	1.0
381	Clinton_1996_262	But where our interests and our values are at stake, and where we can make a difference, America must lead.	0.0	1.0
382	Roosevelt_1905_650	The most serious is the destruction by the rinderpest of more than 75 per cent of the draught cattle, because it will take several years of breeding to restore the necessary number of these indispensable aids to agriculture.	0.0	1.0
383	Truman_1949_48	Indeed, the greater part of the task must be performed by individual efforts under our system of free enterprise.	0.0	1.0
384	Ford_1976_184	The sale of hard drugs is tragically on the increase again.	1.0	0.0
385	Kennedy_1962_246	The Communist economic offensive is under way.	0.0	1.0
386	Eisenhower_1955_303	We must continue our program to help our Indian citizens improve their lot and make their full contribution to national life.	0.0	1.0
387	Roosevelt_1901_334	We do not wish a region of large estates tilled by cheap labor; we wish a healthy American community of men who themselves till the farms they own.	0.0	1.0
388	Eisenhower_1957_114	Yet we must not delude ourselves that safety necessarily increases as expenditures for military research or forces in being go up.	0.0	1.0
389	Truman_1952_61	Now, I must turn to the debit side of the ledger for the past year.	1.0	0.0
390	Roosevelt_1902_22	The insurance companies, which are practically mutual benefit societies--especially helpful to men of moderate means--represent accumulations of capital which are among the largest in this country.	0.0	0.0
391	Johnson_1966_175	We increased our fighting force to its present strength tonight of 190,000 men.	1.0	0.0
392	Obama_2013_220	Beyond 2014, America's commitment to a unified and sovereign Afghanistan will endure, but the nature of our commitment will change.	0.0	1.0
393	Clinton_1997_284	We must maintain a strong and ready military.	0.0	1.0
394	Roosevelt_1901_170	But there should be a comprehensive law enacted with the object of working a threefold improvement over our present system.	0.0	1.0
395	Clinton_1997_218	Our economy is measured in numbers and statistics.	0.0	0.0
396	Clinton_1999_174	Taxpayers shouldn't pay for the cost of lung cancer, emphysema, and other smoking-related illnesses, the tobacco companies should.	0.0	1.0
397	Clinton_1993_153	"I believe lobby reform and campaign finance reform are a sure path to increased popularity for Republicans and Democrats alike because it says to the voters back home, ""This is your House."	0.0	1.0
398	Hoover_1931_191	The Administrator of Veterans' Affairs advises that a further appropriation of $200,000,000 is required at once to meet the obligations made necessary by existing legislation.	0.0	1.0
399	Carter_1981_980	We are prepositioning more heavy equipment in Europe to help us cope with attacks with little warning, and greatly strengthening our airlift and sealift capabilities.	0.0	1.0
400	Roosevelt_1935_126	The maintenance of international peace is a matter in which we are deeply and unselfishly concerned.	0.0	0.0
401	Roosevelt_1908_361	Action should be begun forthwith, during the present session of the Congress, for the improvement of our inland waterways--action which will result in giving us not only navigable but navigated rivers.	0.0	1.0
402	Kennedy_1962_69	To relieve the critical shortage of doctors and dentists--and this is a matter which should concern us all--and expand research, I urge action to aid medical and dental colleges and scholarships and to establish new National Institutes of Health.	0.0	1.0
403	Clinton_2000_93	This year, I ask you to make it three in a row.	0.0	1.0
405	Roosevelt_1942_76	It must be done--and we have undertaken to do it.	1.0	1.0
406	Kennedy_1963_212	Through hot wars and cold, through recession and prosperity, through the ages of the atom and outer space, the American people have never faltered and their faith has never flagged.	1.0	0.0
407	Roosevelt_1904_330	Extensive sales of forged certificates of naturalization have been discovered, as well as many cases of naturalization secured by perjury and fraud; and in addition, instances have accumulated showing that many courts issue certificates of naturalization carelessly and upon insufficient evidence.	1.0	0.0
408	Bush_1989_228	Our diplomacy must work every day against the proliferation of nuclear weapons.	0.0	1.0
409	Truman_1950_38	We will not fail them.	0.0	1.0
410	Taft_1912_555	In these days, when we should be making progress in court procedure, such a conformity statute makes the Federal method too dependent upon the action of State legislatures.	0.0	1.0
411	Obama_2012_191	That's right -- eight years.	0.0	0.0
412	Nixon_1971_2	He never spoke about himself.	1.0	0.0
413	Wilson_1913_29	I take leave to beg that the whole energy and attention of the Senate be concentrated upon it till the matter is successfully disposed of.	0.0	1.0
414	Nixon_1972_136	We believe that a person should get what he works for--and that those who can, should work for what they get.	0.0	0.0
415	Eisenhower_1961_153	Aided by this humanitarian program, total agricultural exports have grown from $2.8 billion in 1953 to an average of about $4 billion annually for the past three years.	1.0	0.0
416	Wilson_1917_85	The Russian people have been poisoned by the very same falsehoods that have kept the German people in the dark, and the poison has been administered by the very same hand.	1.0	0.0
417	Eisenhower_1956_136	I am requesting, therefore, that the Congress once again extend the Defense Production Act.	0.0	1.0
418	Wilson_1919_69	In this direct connection, I would call your attention to my recommendations on August 8th, pointing out legislative measures which would be effective in controlling and bringing down the present cost of living, which contributes so largely to this unrest.	1.0	1.0
419	Bush_2002_166	To sustain and extend the best that has emerged in America, I invite you to join the new USA Freedom Corps.	1.0	1.0
420	Truman_1946_742	Provision should be made for extending coverage credit to veterans for the period of their service in the armed forces.	0.0	1.0
421	Nixon_1970_159	In particular, the Federal Government must be in a position to assist in the building of new cities and the rebuilding of old ones.	1.0	1.0
422	Clinton_1994_244	We will seek early ratification of the treaty to ban chemical weapons worldwide.	0.0	1.0
423	Clinton_2000_77	For seven years, we have worked hard to improve our schools, with opportunity and responsibility: Investing more, but demanding more in return.	1.0	0.0
424	Truman_1952_142	But far more important, in the long run, is the work Americans are doing in India to help the Indian farmers themselves raise more grain.	0.0	1.0
425	Obama_2014_268	In Yemen, Somalia, Iraq, and Mali, we have to keep working with partners to disrupt and disable these networks.	0.0	1.0
426	Taft_1911_67	It is not intended thereby to prevent the accumulation of large capital in business enterprises in which such a combination can secure reduced cost of production, sale, and distribution.	0.0	1.0
427	Coolidge_1925_271	This is nearly the amount of the total cost of the National Government, exclusive of the post office, before we entered the last war.	1.0	0.0
428	Hoover_1931_155	The establishment of the mortgage-discount banks herein referred to will also contribute to further reserve strength in the banks without inflation.	1.0	1.0
429	Roosevelt_1934_20	With the twofold purpose of strengthening the whole financial structure and of arriving eventually at a medium of exchange which over the years will have less variable purchasing and debt paying power for our people than that of the past, I have used the authority granted me to purchase all American-produced gold and silver and to buy additional gold in the world markets.	1.0	1.0
430	Truman_1946_615	Beyond the relief feeding period, there will still be substantial foreign outlets for our farm commodities.	0.0	1.0
431	Carter_1981_419	The new Administration should continue to work to eliminate transportation bottlenecks that impede our access to foreign markets.	0.0	1.0
432	Bush_2006_24	Today, there are 122.	0.0	0.0
433	Eisenhower_1958_25	The Soviets are, in short, waging total cold war.	0.0	0.0
434	Ford_1977_140	We must explore every reasonable prospect for meeting our energy needs when our current domestic reserves of oil and natural gas begin to dwindle in the next decade.	0.0	1.0
435	Roosevelt_1908_329	Many centuries would have to pass before soil would again collect, or could be made to collect, in sufficient quantity once more to support the old-time forest growth.	1.0	1.0
436	Wilson_1917_21	But from another point of view I believe that it is necessary to say plainly what we here at the seat of action consider the war to be for and what part we mean to play in the settlement of its searching issues.	0.0	1.0
437	Clinton_1995_314	This legislation is the right thing for America.	0.0	0.0
438	Carter_1981_958	The new M-X missile program to enhance our land-based intercontinental ballistic missile force continues to make progress.	1.0	0.0
439	Johnson_1965_29	"In our relations with the world we shall follow the example of Andrew Jackson who said: ""I intend to ask for nothing that is not clearly right and to submit to nothing that is wrong."""	0.0	1.0
440	Wilson_1919_68	Legislation to this end has been recommended by the Attorney General and should be enacted.	1.0	1.0
441	Roosevelt_1905_326	We desire peace with all the world, but perhaps most of all with the other peoples of the American Continent.	0.0	1.0
442	Reagan_1986_77	You know my views on this.	0.0	0.0
443	Hoover_1931_217	Substantial progress is being made upon the projects of the upper Missouri, upper Mississippi, etc.	0.0	0.0
444	Clinton_1998_236	The United Nations weapons inspectors have done a truly remarkable job, finding and destroying more of Iraq's arsenal than was destroyed during the entire gulf war.	1.0	0.0
445	Bush_2005_131	Because one of the main sources of our national unity is our belief in equal justice, we need to make sure Americans of all races and backgrounds have confidence in the system that provides justice.	0.0	1.0
446	Eisenhower_1958_229	Last August the United Nations General Assembly, by an overwhelming vote, approved a disarmament plan that we and our allies sincerely believed to be fair and practical.	1.0	0.0
447	Reagan_1982_22	Inflation remained in double digits, and government spending increased at an annual rate of 17 percent.	1.0	0.0
448	Taft_1911_478	I In the Treasury Department the efficiency and economy work has been kept steadily up.	1.0	0.0
449	Reagan_1982_54	Together we have made a New Beginning, but we have only begun.	1.0	1.0
450	Reagan_1984_217	Governments which rest upon the consent of the governed do not wage war on their neighbors.	0.0	0.0
451	Eisenhower_1954_276	But enterprise and ambition are qualities which no government can supply.	0.0	0.0
452	Wilson_1916_40	The present laws governing the island and regulating the rights and privileges of its people are not just.	0.0	0.0
453	Eisenhower_1958_66	The world also thinks of us as a land which has never enslaved anyone and which is animated by humane ideals.	1.0	0.0
454	Carter_1981_992	RAPID DEPLOYMENT FORCES  We are systematically enhancing our ability to respond rapidly to non-NATO contingencies wherever required by our commitments or when our vital interests are threatened.	0.0	1.0
455	Obama_2016_279	I see you.	0.0	0.0
456	Bush_1990_204	Well, maybe you're right.	0.0	0.0
457	Taft_1909_268	"We believe, however, that the rules of procedure in the Federal courts with respect to the issuance of the writ of injunction should be more accurately defined by statute, and that no injunction or temporary restraining order should be issued without notice, except where irreparable injury would result from delay, in which case a speedy hearing thereafter should be granted."""	0.0	1.0
459	Eisenhower_1959_49	Other billions go for research, development, test and evaluation of new weapons systems.	0.0	0.0
460	Hoover_1932_63	I will recommend measures to eliminate certain payments in the veterans' services.	0.0	1.0
461	Roosevelt_1908_230	The legislators and executives are chosen to represent the people in enacting and administering the laws.	1.0	0.0
462	Roosevelt_1907_189	Nevertheless, there is an evident and constantly growing feeling among our people that the time is rapidly approaching when our system of revenue legislation must be revised.	0.0	1.0
463	Truman_1950_150	However, our farm legislation is still not adequate.	0.0	1.0
464	Reagan_1988_148	And let me add here: So many of our greatest statesmen have reminded us that spiritual values alone are essential to our nation's health and vigor.	1.0	0.0
465	Bush_2008_240	We will not rest until this enemy has been defeated.	0.0	1.0
466	Truman_1946_146	The question is how justice among nations is best achieved.	0.0	1.0
467	Roosevelt_1908_2	But our currency system is imperfect, and it is earnestly to be hoped that the Currency Commission will be able to propose a thoroughly good system which will do away with the existing defects.	0.0	1.0
468	Hoover_1931_172	The Interstate Commerce Commission has made important and far-reaching recommendations upon the whole subject, which I commend to the early consideration of the Congress.	1.0	0.0
469	Obama_2010_350	But we also do it because it is right.	0.0	0.0
470	Obama_2014_98	But the debate is settled.	1.0	0.0
471	Carter_1981_69	Careful budget policy should be supplemented by other measures designed to reduce inflation at lower cost in lost output and employment.	0.0	1.0
472	Coolidge_1926_198	We have been proceeding under the act of Congress that contemplates the establishment of trade routes to be ultimately transferred to private ownership and operation.	1.0	0.0
473	Taft_1911_291	There has been a change of sovereigns in Siam and the American minister at Bangkok was accredited in a special capacity to represent the United States at the coronation ceremony of the new King.	1.0	0.0
474	Truman_1946_125	This formula was based on the policy of the United States that people be permitted to choose their own form of government by their own freely expressed choice without interference from any foreign source.	1.0	0.0
475	Trump_2017_181	As a young girl, Denisha struggled in school and failed third grade twice.	1.0	0.0
476	McKinley_1900_186	Good will prevails in our relations with the German Empire.	0.0	1.0
477	Bush_2001_135	We have two choices.	0.0	0.0
478	Clinton_2000_238	Mr. Speaker, I look forward to working with you.	0.0	1.0
479	Clinton_1994_158	Tell it to the 81 million Americans with those preexisting conditions; those folks are paying more or they can't get insurance at all or they can't ever change their jobs because they or someone in their family has one of those preexisting conditions.	0.0	0.0
480	Roosevelt_1903_343	Within the Navy Department itself the needs of the service have brought about a system under which the duties of a general staff are partially performed; for the Bureau of Navigation has under its direction the War College, the Office of Naval Intelligence, and the Board of Inspection, and has been in close touch with the General Board of the Navy.	1.0	0.0
481	Johnson_1965_158	We must continue to assure them the opportunity to earn a fair reward.	0.0	1.0
482	Roosevelt_1902_289	The large Indian schools situated remote from any Indian reservation do a special and peculiar work of great importance.	0.0	0.0
483	Ford_1975_102	I will take actions to reduce undue hardships on any geographical region.	0.0	1.0
484	Roosevelt_1901_441	Probably no other great nation in the world is so anxious for peace as we are.	0.0	1.0
485	Clinton_1994_356	Let us weave these sturdy threads into a new American community that once more stand strong against the forces of despair and evil because everybody has a chance to walk into a better tomorrow.	0.0	1.0
486	Reagan_1988_92	I won't even touch that.	0.0	1.0
487	Clinton_2000_193	Responsibility and Crime  Crime in America has dropped for the past seven years--the longest decline on record, thanks to a national consensus we helped to forge on community police, sensible gun safety laws, and effective prevention.	1.0	0.0
488	Coolidge_1926_140	This preventive measure is of such great importance that I have recommended for it an increased appropriation.	1.0	1.0
489	Roosevelt_1944_59	They have few or no high pressure representatives at the Capitol.	0.0	0.0
490	Truman_1946_739	In addition, I recommended insurance benefits to replace part of the earnings lost through temporary sickness and permanent disability.	0.0	1.0
491	Reagan_1985_91	Third, we must reduce or eliminate costly government subsidies.	0.0	1.0
492	Wilson_1920_58	The time has come when a more complete program can be formulated and more satisfactorily administered for their treatment and training, and I earnestly urge that the Congress give the matter its early consideration.	0.0	1.0
493	Roosevelt_1907_108	A beginning has already been made for such supervision by the establishment of the Bureau of Corporations.	1.0	1.0
494	Bush_2006_139	Even in the face of higher energy prices and natural disasters, the American people have turned in an economic performance that is the envy of the world.	1.0	0.0
495	Roosevelt_1943_3	First in importance in the American scene has been the inspiring proof of the great qualities of our fighting men.	1.0	0.0
496	Roosevelt_1906_241	I recommend that you give careful and early consideration to this subject, and if you find the opinion of the Interstate Commerce Commission justified, that you amend the law so as to obviate the evil disclosed.	0.0	1.0
497	Roosevelt_1908_585	As things are now the average soldier has far too much labor of a nonmilitary character to perform.	0.0	0.0
498	Truman_1946_548	By strangling competition, monopolistic activity prevents or deters investment in new or expanded production facilities.	0.0	0.0
499	Roosevelt_1936_106	"Shall we say to the farmer, ""The prices for your products are in part restored."	0.0	1.0
500	Trump_2018_43	Now, the first $24,000 earned by a married couple is completely tax-free.	0.0	0.0
501	Reagan_1982_228	And it's true, there's no quick fix, as I said, to instantly end the tragic pain of unemployment.	0.0	0.0
502	Roosevelt_1907_389	Much of it can not be used to advantage unless it is fenced, for fencing is the only way by which to keep in check the owners of nomad flocks which roam hither and thither, utterly destroying the pastures and leaving a waste behind so that their presence is incompatible with the presence of home-makers.	0.0	0.0
503	Reagan_1984_184	He is ours.	0.0	0.0
504	Obama_2011_60	The competition for jobs is real.	0.0	0.0
505	Clinton_1993_0	Mr. President, Mr. Speaker, Members of the House and the Senate, distinguished Americans here as visitors in this Chamber, as am I.	0.0	0.0
506	Truman_1948_128	We also need to improve the means for getting farm products into markets and into the hands of consumers.	0.0	1.0
507	Taft_1912_406	The passage of the bill would not entail a dollar's expense upon the Government at this time or in the future until war comes.	0.0	1.0
508	Clinton_1998_68	And, my friends, that will change the face and future of America.	0.0	1.0
509	Coolidge_1927_259	Through these means the 700,000 people in the flooded areas have been adequately supported.	1.0	0.0
510	Roosevelt_1945_60	The Battle of the Atlantic--like all campaigns in this war--demands eternal vigilance.	0.0	1.0
512	Clinton_1993_85	But first we must make choices.	0.0	1.0
513	McKinley_1900_183	This significant recognition of merit in competition with the chosen exhibits of all other nations and at the hands of juries almost wholly made up of representatives of France and other competing countries is not only most gratifying, but is especially valuable, since it sets us to the front in international questions of supply and demand, while the large proportion of awards in the classes of art and artistic manufactures afforded unexpected proof of the stimulation of national culture by the prosperity that flows from natural productiveness joined to industrial excellence.	1.0	0.0
514	Clinton_1998_308	Discrimination against any American is un-American.	0.0	0.0
515	Truman_1953_83	We have answered by continuing to help farmers obtain electric power, until today nearly 90 per cent of our farms have power line electric service.	1.0	0.0
516	Taft_1912_324	It seems to me that the National Reserve Association meets the same objection in a similar way; that is, by giving to each bank, State and National, in accordance with its size, a certain share in the stock of the reserve association, nontransferable and only to be held by the bank while it performs its functions as a partner in the reserve association.	0.0	0.0
517	Roosevelt_1908_208	They halt or hamper the movement for securing better and more equitable conditions of labor.	0.0	1.0
518	Roosevelt_1903_113	The givers and takers of bribes stand on an evil pre-eminence of infamy.	0.0	0.0
519	Bush_2001_184	With tax relief, overtime will no longer be overtax time for the waitress.	1.0	1.0
520	Coolidge_1923_71	We have proposed disarmament.	1.0	1.0
521	Roosevelt_1908_346	The journey from Pekin to Jehol shows in melancholy fashion how the soil has been washed away from whole valleys, so that they have been converted into deserts.	1.0	0.0
522	Eisenhower_1955_196	To these ends, efficient planning and execution of the nation's public works require both the coordination of Federal activities and effective cooperation with State and local governments.	0.0	1.0
523	Roosevelt_1905_78	There should be publicity of the accounts of common carriers; no common carrier engaged in interstate business should keep any books or memoranda other than those reported pursuant to law or regulation, and these books or memoranda should be open to the inspection of the Government.	0.0	1.0
524	Johnson_1965_38	In this period no new nation has become Communist, and the unity of the Communist empire has begun to crumble.	1.0	1.0
525	Hoover_1930_60	Our immediate problem is the increase of employment for the next six months, and new plans which do not produce such immediate result or which extend commitments beyond this period are not warranted.	0.0	1.0
526	Roosevelt_1940_3	The social and economic forces which have been mismanaged abroad until they have resulted in revolution, dictatorship and war are the same as those which we here are struggling to adjust peacefully at home.	1.0	1.0
528	Kennedy_1963_219	They are among the many who in this century, far from home, have died for our country.	1.0	0.0
529	Coolidge_1928_246	There would be an incidental creation of water power which could be used for generating electricity.	0.0	1.0
530	Hoover_1931_49	In these measures we have striven to mobilize and stimulate private initiative and local and community responsibility.	1.0	0.0
531	Trump_2017_278	This is our vision.	0.0	1.0
532	Hoover_1929_237	The committee at this time is recommending the advertising of 14 additional routes, making substantial requirements for the construction of new vessels during the life of each contract recommended.	0.0	1.0
533	Obama_2012_70	We bet on American ingenuity.	0.0	1.0
534	McKinley_1900_185	The inauguration in Paris of the Lafayette Monument, presented by the school children of the United States, and the designing of a commemorative coin by our Mint and the presentation of the first piece struck to the President of the Republic, were marked by appropriate ceremonies, and the Fourth of July was especially observed in the French capital.	1.0	0.0
535	Bush_2006_75	They know what it is like to fight house to house in a maze of streets, to wear heavy gear in the desert heat, to see a comrade killed by a roadside bomb.	1.0	0.0
536	Truman_1953_417	Let all of us pause now, think back, consider carefully the meaning of our national experience.	1.0	0.0
537	Johnson_1964_43	Very often a lack of jobs and money is not the cause of poverty, but the symptom.	0.0	0.0
538	Taft_1912_381	Moreover, the organization, which in many respects is necessarily a skeleton, will furnish a guide for future development.	0.0	1.0
539	Truman_1947_38	We all know that recent price increases have denied to many of our workers much of the value of recent wage increases.	1.0	0.0
540	Coolidge_1926_90	The responsibility for making the plan effective lies with those who own and finance cotton and cotton lands.	0.0	1.0
541	Reagan_1987_131	It is now time to determine that we should enter the next century having achieved a level of excellence unsurpassed in history.	0.0	1.0
542	Roosevelt_1903_368	"Attorney-General Speed, under date of November 7, 1865, advised Secretary Seward as follows:  ""From this treaty it can not be supposed that New Granada invited the United States to become a party to the intestine troubles of that Government, nor did the United States become bound to take sides in the domestic broils of New Granada."	1.0	0.0
543	Bush_2008_126	I have submitted judicial nominees who will rule by the letter of the law, not the whim of the gavel.	1.0	1.0
544	Roosevelt_1902_19	Never before has material well-being been so widely diffused among our people.	1.0	0.0
545	Carter_1981_468	OLDER AMERICANS  My Administration has taken great strides toward solving the difficult problems faced by older Americans.	1.0	1.0
546	Truman_1946_117	There lies before us now the work of building a just and enduring peace.	0.0	1.0
547	Roosevelt_1906_23	The transactions which took place under this illegal contract were very large; the amounts of rebates returned were considerable; and the amount of the rebate itself was large, amounting to more than one-fifth of the entire tariff charge for the transportation of merchandise from this city to Detroit.	1.0	0.0
548	Hoover_1930_1	Substantial progress has been made during the year in national peace and security; the fundamental strength of the Nation's economic life is unimpaired; education and scientific discovery have made advances; our country is more alive to its problems of moral and spiritual welfare.	1.0	0.0
549	Eisenhower_1959_55	At every turn, we must weigh, judge and select.	0.0	0.0
550	Eisenhower_1961_23	Yet while we have worked to advance national aspirations for freedom, a divisive force has been at work to divert that aspiration into dangerous channels.	1.0	0.0
551	Obama_2009_248	We are instead called to move forward with the sense of confidence and candor that serious times demand.	0.0	1.0
552	Bush_1992_56	President Yeltsin's early response has been very positive, and I expect our talks at Camp David to be fruitful.	1.0	1.0
553	Obama_2013_279	I know this is not the first time this country has debated how to reduce gun violence.	1.0	0.0
554	Roosevelt_1935_135	Beyond the material recovery, I sense a spiritual recovery as well.	1.0	0.0
555	Roosevelt_1936_65	In these latter years we have witnessed the domination of government by financial and industrial groups, numerically small but politically dominant in the twelve years that succeeded the World War.	1.0	0.0
556	Roosevelt_1907_261	The community at large should share the burdens as well as the benefits of industry.	0.0	1.0
557	Roosevelt_1902_272	We should shape legislation with a view not to the exploiting and abandoning of the territory, but to the building up of homes therein.	0.0	1.0
558	Roosevelt_1904_163	The Department of Agriculture has given facilities for post-graduate work to five hundred young men during the last seven years, preparing them for advance lines of work in the Department and in the State institutions.	1.0	0.0
559	Roosevelt_1901_366	It is on this side that our error, if any, has been committed.	1.0	0.0
560	Coolidge_1924_253	It is our constant desire that all causes of dispute in this area may be tranquilly and satisfactorily adjusted.	1.0	1.0
561	Roosevelt_1904_347	The details of such a law may be safely left to the wise discretion of the Congress, but it should go as far as under the Constitution it is possible to go, and should include severe penalties against him who gives or receives a bribe intended to influence his act or opinion as an elector; and provisions for the publication not only of the expenditures for nominations and elections of all candidates but also of all contributions received and expenditures made by political committees.	0.0	1.0
562	Obama_2011_205	Within 25 years, our goal is to give 80 percent of Americans access to high-speed rail.	0.0	1.0
563	Eisenhower_1960_156	Whether domestic prices, so high as to be noncompetitive, result from demands for too-high profit margins or from increased labor costs that outrun growth in productivity, the final result is seriously damaging to the nation.	0.0	0.0
564	Reagan_1982_193	Instead, I spoke of the strength of the free marketplace system and how that system could help them realize their aspirations for economic development and political freedom.	1.0	1.0
565	Carter_1978_229	What I saw in those two places crystalized for me the purposes of our own Nation's policy: to ensure economic justice, to advance human rights, to resolve conflicts without violence, and to proclaim in our great democracy our constant faith in the liberty and dignity of human beings everywhere.	1.0	1.0
566	Reagan_1983_243	And, certainly, no one can or should minimize the plight of millions of our friends and neighbors who are living in the bleak emptiness of unemployment.	0.0	0.0
567	Roosevelt_1907_228	Both the present condition of the law and the present temper of juries render it a task of extreme difficulty to get at the real wrongdoer in any such case, especially by imprisonment.	0.0	0.0
568	Eisenhower_1960_198	The roster of urban problems with which they must cope is staggering.	0.0	0.0
569	Hoover_1929_299	The Nation as a whole is vitally interested in the health of all the people; in protection from spread of contagious disease; in the relation of physical and mental disabilities to criminality; and in the economic and moral advancement which is fundamentally associated with sound body and mind.	0.0	1.0
570	Roosevelt_1908_134	The law, passed at the last session of the Congress, granting compensation to certain classes of employees of the Government, should be extended to include all employees of the Government and should be made more liberal in its terms.	1.0	1.0
571	Truman_1950_204	I urge the prompt enactment by the Congress of the legislation now before it to extend and broaden the existing displaced persons law and remove its discriminatory features.	0.0	1.0
572	Roosevelt_1906_558	As a rule the female seal when killed is pregnant, and also has an unweaned pup on land, so that, for each skin taken by pelagic sealing, as a rule, three lives are destroyed--the mother, the unborn offspring, and the nursing pup, which is left to starve to death.	0.0	0.0
573	Bush_2002_152	As I have met the heroes, hugged the families, and looked into the tired faces of rescuers, I have stood in awe of the American people.	1.0	0.0
574	Eisenhower_1961_60	Our great moral and material commitments to collective security, deterrence of force, international law, negotiations that lead to self-enforcing agreements, and the economic interdependence of free nations should remain the cornerstone of a foreign policy that will ultimately bring permanent peace with justice in freedom to all mankind.	1.0	1.0
575	Obama_2015_9	Tonight, for the first time since 9/11, our combat mission in Afghanistan is over.	1.0	0.0
576	Trump_2018_142	Everyone in America is grieving for you.	1.0	0.0
577	Bush_1991_27	For two centuries, America has served the world as an inspiring example of freedom and democracy.	1.0	0.0
